Dates,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,13m,14m,15m,16m,17m,18m,19m,20m,21m,22m,23m,24m,25m,26m,27m,28m,29m,30m,31m,32m,33m,34m,35m,36m,37m,38m,39m,40m,41m,42m,43m,44m,45m,46m,47m,48m,49m,50m,51m,52m,53m,54m,55m,56m,57m,58m,59m,60m
11 Jul 07,5.787490,5.804758,5.816679,5.822857,5.824239,5.822249,5.818345,5.813438,5.807719,5.801210,5.794038,5.786460,5.778806,5.771372,5.764337,5.757793,5.751776,5.746286,5.741294,5.736753,5.732602,5.728781,5.725239,5.721930,5.718813,5.715852,5.713015,5.710270,5.707594,5.704965,5.702365,5.699780,5.697195,5.694601,5.691987,5.689345,5.686669,5.683953,5.681192,5.678383,5.675522,5.672607,5.669636,5.666607,5.663521,5.660377,5.657174,5.653913,5.650594,5.647218,5.643786,5.640299,5.636758,5.633163,5.629517,5.625820,5.622073,5.618279,5.614438,5.610551
12 Jul 07,5.790995,5.809571,5.822083,5.828616,5.830205,5.828414,5.824775,5.820218,5.814886,5.808763,5.801958,5.794713,5.787356,5.780186,5.773391,5.767071,5.761265,5.755978,5.751182,5.746832,5.742867,5.739228,5.735863,5.732729,5.729784,5.726993,5.724322,5.721742,5.719229,5.716761,5.714321,5.711894,5.709468,5.707030,5.704572,5.702086,5.699564,5.697002,5.694395,5.691739,5.689031,5.686268,5.683449,5.680573,5.677639,5.674645,5.671593,5.668483,5.665314,5.662089,5.658806,5.655468,5.652076,5.648629,5.645131,5.641581,5.637981,5.634332,5.630636,5.626894
13 Jul 07,5.787328,5.807989,5.822159,5.830660,5.834504,5.835045,5.833558,5.830777,5.826805,5.821689,5.815615,5.808894,5.801910,5.795005,5.788398,5.782211,5.776503,5.771291,5.766557,5.762261,5.758347,5.754762,5.751457,5.748390,5.745522,5.742818,5.740246,5.737775,5.735383,5.733048,5.730751,5.728478,5.726214,5.723950,5.721674,5.719379,5.717056,5.714700,5.712306,5.709869,5.707386,5.704854,5.702271,5.699636,5.696946,5.694202,5.691402,5.688547,5.685637,5.682671,5.679652,5.676578,5.673451,5.670271,5.667040,5.663758,5.660426,5.657045,5.653616,5.650140
16 Jul 07,5.794368,5.811166,5.823201,5.829669,5.831589,5.830354,5.827258,5.823008,5.817665,5.811243,5.803914,5.795993,5.787878,5.779923,5.772348,5.765273,5.758754,5.752798,5.747384,5.742464,5.737974,5.733854,5.730052,5.726520,5.723217,5.720102,5.717142,5.714304,5.711562,5.708893,5.706277,5.703698,5.701141,5.698594,5.696045,5.693486,5.690908,5.688305,5.685671,5.683001,5.680292,5.677541,5.674744,5.671900,5.669007,5.666065,5.663073,5.660029,5.656936,5.653791,5.650597,5.647353,5.644060,5.640718,5.637329,5.633893,5.630411,5.626884,5.623313,5.619699
17 Jul 07,5.804760,5.835399,5.856976,5.872368,5.882432,5.888045,5.890150,5.889447,5.886300,5.881087,5.874271,5.866367,5.857910,5.849351,5.840984,5.832988,5.825460,5.818442,5.811935,5.805907,5.800310,5.795093,5.790209,5.785618,5.781279,5.777156,5.773214,5.769423,5.765754,5.762186,5.758698,5.755272,5.751893,5.748549,5.745226,5.741916,5.738608,5.735296,5.731972,5.728632,5.725271,5.721884,5.718468,5.715021,5.711541,5.708025,5.704474,5.700885,5.697258,5.693594,5.689891,5.686151,5.682372,5.678555,5.674702,5.670811,5.666885,5.662923,5.658926,5.654895
18 Jul 07,5.801736,5.825592,5.844173,5.858065,5.867776,5.873617,5.875993,5.875271,5.871703,5.865674,5.857703,5.848379,5.838327,5.828074,5.817972,5.808241,5.799007,5.790328,5.782216,5.774645,5.767566,5.760929,5.754686,5.748793,5.743209,5.737894,5.732810,5.727923,5.723202,5.718622,5.714161,5.709797,5.705514,5.701297,5.697131,5.693005,5.688908,5.684832,5.680767,5.676709,5.672650,5.668585,5.664512,5.660426,5.656324,5.652204,5.648064,5.643904,5.639720,5.635514,5.631284,5.627030,5.622752,5.618449,5.614122,5.609770,5.605395,5.600997,5.596575,5.592131
19 Jul 07,5.791774,5.814882,5.831087,5.841834,5.848332,5.851368,5.851560,5.849287,5.844699,5.838070,5.829825,5.820469,5.810553,5.800556,5.790796,5.781465,5.772670,5.764457,5.756826,5.749744,5.743156,5.737009,5.731253,5.725842,5.720734,5.715887,5.711263,5.706829,5.702554,5.698412,5.694380,5.690441,5.686575,5.682768,5.679006,5.675279,5.671574,5.667884,5.664201,5.660517,5.656829,5.653130,5.649416,5.645685,5.641933,5.638158,5.634359,5.630533,5.626681,5.622801,5.618892,5.614954,5.610988,5.606992,5.602968,5.598915,5.594833,5.590723,5.586585,5.582420
20 Jul 07,5.789198,5.812130,5.828691,5.839715,5.845861,5.847725,5.845976,5.841076,5.833237,5.822879,5.810594,5.797039,5.782899,5.768755,5.754993,5.741847,5.729451,5.717859,5.707071,5.697045,5.687717,5.679019,5.670892,5.663277,5.656119,5.649366,5.642967,5.636877,5.631054,5.625465,5.620079,5.614869,5.609811,5.604883,5.600066,5.595343,5.590698,5.586119,5.581594,5.577112,5.572665,5.568244,5.563843,5.559457,5.555079,5.550707,5.546335,5.541961,5.537583,5.533198,5.528805,5.524401,5.519986,5.515558,5.511117,5.506662,5.502193,5.497709,5.493211,5.488697
23 Jul 07,5.786501,5.814574,5.833054,5.844724,5.850608,5.851674,5.848986,5.843273,5.834876,5.824254,5.811987,5.798688,5.784980,5.771380,5.758223,5.745707,5.733936,5.722950,5.712737,5.703250,5.694423,5.686189,5.678487,5.671262,5.664459,5.658029,5.651922,5.646095,5.640511,5.635137,5.629943,5.624905,5.620000,5.615209,5.610512,5.605895,5.601343,5.596844,5.592387,5.587962,5.583563,5.579181,5.574810,5.570446,5.566084,5.561719,5.557350,5.552972,5.548585,5.544186,5.539773,5.535346,5.530904,5.526446,5.521971,5.517480,5.512971,5.508445,5.503902,5.499342
24 Jul 07,5.788314,5.816305,5.836921,5.851401,5.860324,5.864051,5.863222,5.858424,5.850112,5.838949,5.825712,5.811161,5.796038,5.780945,5.766279,5.752283,5.739092,5.726761,5.715289,5.704633,5.694725,5.685498,5.676887,5.668833,5.661277,5.654164,5.647439,5.641055,5.634968,5.629142,5.623543,5.618143,5.612916,5.607838,5.602888,5.598048,5.593302,5.588634,5.584033,5.579485,5.574983,5.570516,5.566078,5.561662,5.557261,5.552872,5.548490,5.544110,5.539731,5.535350,5.530963,5.526570,5.522169,5.517758,5.513336,5.508902,5.504456,5.499997,5.495525,5.491039
25 Jul 07,5.785871,5.815667,5.834152,5.845825,5.852100,5.853495,5.850606,5.843890,5.833681,5.820603,5.805430,5.788952,5.771944,5.755047,5.738680,5.723101,5.708450,5.694787,5.682106,5.670358,5.659468,5.649361,5.639969,5.631223,5.623059,5.615413,5.608227,5.601445,5.595018,5.588905,5.583068,5.577474,5.572093,5.566898,5.561866,5.556974,5.552203,5.547536,5.542959,5.538456,5.534017,5.529632,5.525290,5.520984,5.516707,5.512453,5.508215,5.503991,5.499774,5.495563,5.491354,5.487143,5.482930,5.478711,5.474485,5.470251,5.466007,5.461752,5.457486,5.453208
26 Jul 07,5.787179,5.810527,5.823135,5.830393,5.833361,5.831647,5.825247,5.814342,5.799259,5.780789,5.759940,5.737694,5.714997,5.692631,5.671115,5.650763,5.631749,5.614138,5.597919,5.583025,5.569356,5.556813,5.545303,5.534734,5.525019,5.516071,5.507808,5.500154,5.493040,5.486408,5.480204,5.474381,5.468895,5.463709,5.458786,5.454094,5.449605,5.445293,5.441136,5.437112,5.433203,5.429393,5.425667,5.422011,5.418415,5.414867,5.411358,5.407880,5.404426,5.400988,5.397562,5.394141,5.390721,5.387298,5.383868,5.380428,5.376975,5.373507,5.370022,5.366516
27 Jul 07,5.782542,5.800469,5.810906,5.816340,5.816915,5.812277,5.802664,5.788418,5.769969,5.748208,5.724206,5.698995,5.673554,5.648678,5.624883,5.602476,5.581614,5.562351,5.544660,5.528457,5.513630,5.500069,5.487672,5.476336,5.465966,5.456465,5.447743,5.439716,5.432311,5.425462,5.419110,5.413204,5.407696,5.402542,5.397705,5.393149,5.388840,5.384752,5.380858,5.377136,5.373564,5.370123,5.366798,5.363572,5.360433,5.357367,5.354365,5.351415,5.348510,5.345642,5.342802,5.339984,5.337183,5.334393,5.331609,5.328827,5.326043,5.323253,5.320455,5.317644
30 Jul 07,5.783752,5.802775,5.812605,5.817291,5.817382,5.812375,5.802325,5.787502,5.768392,5.745937,5.721232,5.695314,5.669160,5.643557,5.619018,5.595851,5.574219,5.554177,5.535702,5.518715,5.503110,5.488780,5.475625,5.463547,5.452450,5.442241,5.432828,5.424129,5.416072,5.408590,5.401625,5.395124,5.389040,5.383330,5.377953,5.372874,5.368060,5.363482,5.359114,5.354932,5.350916,5.347044,5.343302,5.339671,5.336140,5.332694,5.329324,5.326017,5.322766,5.319562,5.316396,5.313263,5.310156,5.307070,5.303998,5.300938,5.297883,5.294832,5.291780,5.288724
31 Jul 07,5.781795,5.813588,5.832537,5.844524,5.850181,5.849494,5.842939,5.831168,5.814988,5.795481,5.773761,5.750812,5.727523,5.704599,5.682504,5.661527,5.641824,5.623458,5.606421,5.590653,5.576070,5.562586,5.550120,5.538590,5.527915,5.518017,5.508818,5.500248,5.492244,5.484748,5.477710,5.471085,5.464831,5.458909,5.453284,5.447925,5.442803,5.437892,5.433168,5.428610,5.424199,5.419919,5.415752,5.411686,5.407707,5.403805,5.399969,5.396190,5.392460,5.388771,5.385116,5.381489,5.377885,5.374299,5.370726,5.367162,5.363604,5.360048,5.356492,5.352931
01 Aug 07,5.777226,5.804138,5.821888,5.833518,5.839235,5.838857,5.832716,5.821387,5.805668,5.786636,5.765390,5.742897,5.720023,5.697459,5.675663,5.654922,5.635396,5.617151,5.600184,5.584439,5.569841,5.556309,5.543767,5.532137,5.521343,5.511310,5.501964,5.493237,5.485068,5.477404,5.470195,5.463397,5.456971,5.450878,5.445085,5.439560,5.434276,5.429207,5.424330,5.419625,5.415072,5.410654,5.406356,5.402164,5.398065,5.394049,5.390105,5.386223,5.382396,5.378616,5.374876,5.371169,5.367490,5.363835,5.360197,5.356574,5.352962,5.349356,5.345754,5.342153
02 Aug 07,5.776124,5.808458,5.832717,5.850030,5.860276,5.863442,5.860037,5.850825,5.836799,5.819184,5.799172,5.777773,5.755866,5.734150,5.713098,5.693013,5.674065,5.656329,5.639810,5.624461,5.610212,5.596990,5.584721,5.573333,5.562752,5.552906,5.543724,5.535139,5.527092,5.519532,5.512410,5.505683,5.499312,5.493260,5.487494,5.481983,5.476700,5.471620,5.466720,5.461980,5.457381,5.452907,5.448543,5.444275,5.440092,5.435981,5.431934,5.427942,5.423997,5.420091,5.416218,5.412372,5.408548,5.404742,5.400948,5.397164,5.393386,5.389610,5.385834,5.382056
03 Aug 07,5.774761,5.808845,5.832039,5.848125,5.857395,5.859992,5.856281,5.846884,5.832751,5.815052,5.794945,5.773434,5.751400,5.729544,5.708336,5.688074,5.668925,5.650959,5.634178,5.618532,5.603950,5.590359,5.577688,5.565864,5.554816,5.544471,5.534761,5.525621,5.516995,5.508831,5.501085,5.493714,5.486682,5.479952,5.473494,5.467279,5.461280,5.455474,5.449841,5.444360,5.439016,5.433792,5.428675,5.423652,5.418713,5.413848,5.409047,5.404303,5.399609,5.394958,5.390344,5.385762,5.381208,5.376677,5.372166,5.367671,5.363190,5.358720,5.354258,5.349802
06 Aug 07,5.780226,5.815413,5.836847,5.849982,5.855665,5.854638,5.847697,5.835690,5.819586,5.800481,5.779418,5.757295,5.734900,5.712859,5.691591,5.671357,5.652300,5.634472,5.617864,5.602416,5.588054,5.574702,5.562284,5.550727,5.539956,5.529899,5.520483,5.511646,5.503329,5.495481,5.488056,5.481012,5.474311,5.467917,5.461799,5.455928,5.450276,5.444820,5.439539,5.434414,5.429427,5.424562,5.419806,5.415145,5.410569,5.406066,5.401629,5.397248,5.392917,5.388628,5.384375,5.380154,5.375959,5.371786,5.367630,5.363489,5.359359,5.355238,5.351122,5.347010
07 Aug 07,5.789902,5.821430,5.841016,5.853556,5.859627,5.859410,5.853316,5.841982,5.826334,5.807505,5.786596,5.764552,5.742200,5.720189,5.698953,5.678759,5.659751,5.641984,5.625446,5.610077,5.595801,5.582539,5.570217,5.558758,5.548088,5.538133,5.528820,5.520085,5.511869,5.504121,5.496794,5.489846,5.483238,5.476935,5.470904,5.465116,5.459545,5.454167,5.448959,5.443904,5.438983,5.434180,5.429482,5.424876,5.420350,5.415895,5.411501,5.407160,5.402865,5.398609,5.394387,5.390191,5.386019,5.381866,5.377727,5.373600,5.369481,5.365367,5.361257,5.357148
08 Aug 07,5.787390,5.827264,5.856469,5.876297,5.887243,5.890405,5.887037,5.878313,5.865362,5.849367,5.831404,5.812363,5.792996,5.773888,5.755424,5.737847,5.721284,5.705788,5.691349,5.677918,5.665428,5.653814,5.643010,5.632952,5.623573,5.614809,5.606598,5.598882,5.591610,5.584738,5.578224,5.572031,5.566124,5.560473,5.555050,5.549827,5.544782,5.539894,5.535143,5.530514,5.525990,5.521557,5.517204,5.512919,5.508693,5.504517,5.500382,5.496283,5.492212,5.488164,5.484134,5.480118,5.476111,5.472111,5.468113,5.464115,5.460115,5.456110,5.452099,5.448079
09 Aug 07,5.879274,5.880942,5.889966,5.898167,5.902653,5.901957,5.895727,5.884185,5.868088,5.848574,5.826809,5.803794,5.780411,5.757364,5.735129,5.714000,5.694139,5.675608,5.658396,5.642442,5.627665,5.613985,5.601321,5.589592,5.578719,5.568621,5.559220,5.550447,5.542238,5.534538,5.527295,5.520465,5.514004,5.507874,5.502040,5.496470,5.491135,5.486009,5.481068,5.476292,5.471661,5.467158,5.462768,5.458477,5.454272,5.450143,5.446079,5.442071,5.438112,5.434193,5.430309,5.426453,5.422620,5.418806,5.415006,5.411216,5.407433,5.403655,5.399877,5.396098
10 Aug 07,5.928026,5.886822,5.874426,5.868905,5.864668,5.858277,5.848137,5.833655,5.815157,5.793579,5.770007,5.745416,5.720682,5.696505,5.673345,5.651482,5.631056,5.612113,5.594622,5.578504,5.563668,5.550021,5.537470,5.525927,5.515301,5.505504,5.496449,5.488061,5.480271,5.473019,5.466248,5.459910,5.453959,5.448353,5.443055,5.438030,5.433247,5.428678,5.424298,5.420085,5.416019,5.412081,5.408254,5.404525,5.400880,5.397308,5.393797,5.390338,5.386923,5.383544,5.380194,5.376867,5.373558,5.370261,5.366972,5.363688,5.360404,5.357118,5.353827,5.350529
13 Aug 07,5.998589,5.918542,5.899511,5.892527,5.887097,5.879164,5.867362,5.851443,5.831902,5.809705,5.785884,5.761334,5.736835,5.713002,5.690233,5.668765,5.648714,5.630108,5.612911,5.597044,5.582414,5.568931,5.556506,5.545052,5.534481,5.524708,5.515651,5.507235,5.499396,5.492073,5.485215,5.478774,5.472705,5.466969,5.461529,5.456351,5.451407,5.446670,5.442115,5.437720,5.433467,5.429337,5.425315,5.421387,5.417540,5.413763,5.410046,5.406380,5.402756,5.399167,5.395606,5.392068,5.388548,5.385041,5.381542,5.378049,5.374557,5.371064,5.367567,5.364065
14 Aug 07,5.945817,5.897783,5.875789,5.861253,5.848799,5.835213,5.818930,5.799276,5.776471,5.751340,5.724847,5.697862,5.671166,5.645376,5.620885,5.597916,5.576572,5.556864,5.538737,5.522094,5.506829,5.492836,5.480015,5.468267,5.457492,5.447597,5.438488,5.430086,5.422317,5.415116,5.408425,5.402191,5.396365,5.390904,5.385767,5.380918,5.376324,5.371954,5.367784,5.363788,5.359945,5.356235,5.352642,5.349148,5.345742,5.342408,5.339137,5.335918,5.332742,5.329601,5.326486,5.323392,5.320313,5.317244,5.314179,5.311115,5.308047,5.304973,5.301889,5.298794
15 Aug 07,5.931667,5.892837,5.867932,5.848141,5.829890,5.810604,5.789039,5.764693,5.737836,5.709258,5.679853,5.650417,5.621659,5.594127,5.568160,5.543935,5.521519,5.500893,5.481981,5.464667,5.448827,5.434347,5.421113,5.409017,5.397955,5.387822,5.378523,5.369972,5.362091,5.354812,5.348074,5.341820,5.336000,5.330568,5.325482,5.320702,5.316195,5.311930,5.307879,5.304016,5.300319,5.296767,5.293342,5.290028,5.286809,5.283672,5.280605,5.277597,5.274639,5.271722,5.268837,5.265977,5.263137,5.260310,5.257492,5.254677,5.251862,5.249043,5.246217,5.243380
16 Aug 07,5.897916,5.857854,5.826380,5.799731,5.776059,5.753144,5.729412,5.703756,5.676003,5.646716,5.616680,5.586633,5.557268,5.529141,5.502602,5.477841,5.454928,5.433852,5.414534,5.396860,5.380708,5.365960,5.352504,5.340229,5.329029,5.318799,5.309440,5.300865,5.292994,5.285758,5.279093,5.272943,5.267254,5.261979,5.257075,5.252501,5.248223,5.244208,5.240428,5.236855,5.233467,5.230241,5.227160,5.224205,5.221361,5.218613,5.215950,5.213359,5.210830,5.208355,5.205923,5.203528,5.201163,5.198821,5.196497,5.194186,5.191882,5.189583,5.187284,5.184982
17 Aug 07,5.933816,5.864741,5.824198,5.793909,5.768470,5.744364,5.719470,5.692542,5.663441,5.632771,5.601365,5.570004,5.539404,5.510140,5.482573,5.456897,5.433182,5.411409,5.391491,5.373302,5.356715,5.341603,5.327849,5.315336,5.303950,5.293582,5.284129,5.275498,5.267607,5.260383,5.253759,5.247677,5.242081,5.236922,5.232153,5.227734,5.223628,5.219801,5.216222,5.212865,5.209705,5.206718,5.203886,5.201190,5.198614,5.196142,5.193761,5.191460,5.189227,5.187052,5.184926,5.182840,5.180789,5.178763,5.176759,5.174769,5.172789,5.170815,5.168842,5.166866
20 Aug 07,5.903120,5.855897,5.821104,5.793592,5.770145,5.747736,5.724262,5.698572,5.670650,5.641130,5.610833,5.580516,5.550883,5.522491,5.495694,5.470685,5.447535,5.426230,5.406692,5.388802,5.372442,5.357495,5.343847,5.331389,5.320014,5.309615,5.300095,5.291365,5.283348,5.275971,5.269173,5.262895,5.257085,5.251695,5.246680,5.242002,5.237624,5.233513,5.229642,5.225983,5.222512,5.219209,5.216053,5.213027,5.210116,5.207305,5.204582,5.201935,5.199353,5.196826,5.194348,5.191908,5.189501,5.187120,5.184760,5.182414,5.180079,5.177751,5.175424,5.173096
21 Aug 07,5.880725,5.827462,5.780927,5.747305,5.722286,5.700316,5.677291,5.651161,5.621820,5.590081,5.557015,5.523616,5.490799,5.459284,5.429526,5.401771,5.376119,5.352564,5.331021,5.311360,5.293445,5.277144,5.262331,5.248879,5.236665,5.225569,5.215478,5.206291,5.197919,5.190280,5.183301,5.176917,5.171068,5.165698,5.160757,5.156200,5.151985,5.148076,5.144440,5.141046,5.137867,5.134879,5.132060,5.129389,5.126849,5.124423,5.122097,5.119857,5.117691,5.115589,5.113540,5.111535,5.109567,5.107627,5.105710,5.103809,5.101919,5.100035,5.098153,5.096267
22 Aug 07,5.855218,5.813214,5.778413,5.751843,5.730479,5.710804,5.690155,5.667241,5.642090,5.615349,5.587823,5.560254,5.533315,5.507539,5.483255,5.460641,5.439762,5.420601,5.403081,5.387093,5.372523,5.359263,5.347206,5.336250,5.326292,5.317234,5.308983,5.301457,5.294580,5.288286,5.282515,5.277212,5.272329,5.267819,5.263641,5.259757,5.256133,5.252740,5.249550,5.246538,5.243681,5.240961,5.238358,5.235858,5.233445,5.231106,5.228830,5.226606,5.224425,5.222278,5.220157,5.218056,5.215968,5.213888,5.211810,5.209731,5.207645,5.205551,5.203443,5.201321
23 Aug 07,5.837567,5.806105,5.778701,5.759969,5.746756,5.734642,5.719850,5.700657,5.677265,5.650662,5.622026,5.592422,5.562822,5.534021,5.506549,5.480722,5.456696,5.434509,5.414115,5.395418,5.378312,5.362687,5.348436,5.335450,5.323616,5.312827,5.302978,5.293975,5.285735,5.278183,5.271249,5.264871,5.258992,5.253560,5.248527,5.243848,5.239486,5.235405,5.231574,5.227963,5.224546,5.221301,5.218207,5.215243,5.212395,5.209646,5.206982,5.204391,5.201861,5.199384,5.196948,5.194547,5.192172,5.189817,5.187476,5.185144,5.182816,5.180487,5.178154,5.175813
24 Aug 07,5.836345,5.800895,5.769898,5.746839,5.729163,5.713280,5.695951,5.675476,5.651791,5.625638,5.598009,5.569819,5.541909,5.514955,5.489396,5.465479,5.443311,5.422903,5.404190,5.387069,5.371433,5.357176,5.344190,5.332370,5.321610,5.311807,5.302863,5.294691,5.287215,5.280362,5.274070,5.268281,5.262943,5.258006,5.253427,5.249166,5.245187,5.241458,5.237949,5.234635,5.231492,5.228499,5.225636,5.222887,5.220236,5.217670,5.215175,5.212742,5.210358,5.208016,5.205707,5.203424,5.201160,5.198909,5.196666,5.194427,5.192186,5.189940,5.187686,5.185421
28 Aug 07,5.830899,5.792659,5.763337,5.743283,5.728536,5.714953,5.698977,5.678810,5.654504,5.627026,5.597585,5.567294,5.537169,5.508016,5.480345,5.454444,5.430445,5.408364,5.388135,5.369648,5.352789,5.337440,5.323486,5.310810,5.299296,5.288829,5.279301,5.270618,5.262693,5.255448,5.248814,5.242729,5.237133,5.231974,5.227203,5.222777,5.218658,5.214809,5.211200,5.207802,5.204590,5.201540,5.198632,5.195847,5.193169,5.190584,5.188077,5.185636,5.183251,5.180911,5.178609,5.176335,5.174084,5.171848,5.169623,5.167402,5.165181,5.162957,5.160726,5.158484
29 Aug 07,5.836383,5.793247,5.756104,5.729015,5.709048,5.692071,5.674047,5.652623,5.627488,5.599385,5.569399,5.538599,5.508007,5.478451,5.450446,5.424285,5.400094,5.377885,5.357586,5.339071,5.322212,5.306881,5.292953,5.280303,5.268809,5.258350,5.248815,5.240107,5.232137,5.224828,5.218108,5.211915,5.206191,5.200884,5.195945,5.191332,5.187007,5.182936,5.179088,5.175436,5.171956,5.168626,5.165426,5.162338,5.159348,5.156441,5.153604,5.150828,5.148100,5.145414,5.142760,5.140132,5.137523,5.134927,5.132340,5.129757,5.127174,5.124588,5.121995,5.119392
30 Aug 07,5.887479,5.853836,5.814388,5.779126,5.750876,5.727736,5.706177,5.683058,5.657168,5.628564,5.597892,5.566040,5.534026,5.502751,5.472807,5.444549,5.418165,5.393720,5.371193,5.350505,5.331560,5.314254,5.298471,5.284095,5.271002,5.259066,5.248172,5.238215,5.229102,5.220749,5.213078,5.206021,5.199514,5.193499,5.187921,5.182733,5.177892,5.173359,5.169099,5.165082,5.161278,5.157662,5.154212,5.150907,5.147730,5.144663,5.141691,5.138803,5.135984,5.133226,5.130517,5.127850,5.125217,5.122610,5.120024,5.117453,5.114892,5.112337,5.109783,5.107227
31 Aug 07,5.906426,5.834591,5.785011,5.751030,5.727180,5.708332,5.689637,5.667881,5.642308,5.613567,5.582801,5.551144,5.519683,5.489289,5.460501,5.433619,5.408772,5.385969,5.365130,5.346130,5.328837,5.313120,5.298849,5.285896,5.274131,5.263429,5.253677,5.244772,5.236624,5.229153,5.222287,5.215959,5.210111,5.204687,5.199640,5.194925,5.190503,5.186340,5.182403,5.178665,5.175100,5.171687,5.168404,5.165235,5.162163,5.159175,5.156256,5.153397,5.150588,5.147818,5.145080,5.142366,5.139672,5.136990,5.134316,5.131645,5.128974,5.126300,5.123618,5.120927
03 Sep 07,5.944165,5.877659,5.828335,5.792606,5.766556,5.745769,5.725672,5.703058,5.677102,5.648361,5.617868,5.586667,5.555779,5.526015,5.497867,5.471603,5.447336,5.425064,5.404705,5.386134,5.369222,5.353842,5.339868,5.327174,5.315634,5.305126,5.295541,5.286779,5.278753,5.271384,5.264603,5.258345,5.252552,5.247173,5.242159,5.237468,5.233061,5.228905,5.224969,5.221226,5.217652,5.214224,5.210923,5.207733,5.204636,5.201621,5.198673,5.195783,5.192941,5.190137,5.187365,5.184616,5.181886,5.179167,5.176457,5.173750,5.171042,5.168330,5.165612,5.162885
04 Sep 07,5.955786,5.887071,5.838500,5.802959,5.776402,5.754707,5.733645,5.710201,5.683631,5.654519,5.623887,5.592742,5.562046,5.532558,5.504737,5.478826,5.454921,5.433008,5.412996,5.394754,5.378150,5.363055,5.349341,5.336881,5.325552,5.315231,5.305809,5.297190,5.289286,5.282021,5.275324,5.269135,5.263395,5.258053,5.253062,5.248382,5.243975,5.239807,5.235850,5.232076,5.228462,5.224986,5.221631,5.218379,5.215216,5.212127,5.209103,5.206131,5.203203,5.200311,5.197446,5.194603,5.191776,5.188959,5.186148,5.183339,5.180529,5.177715,5.174893,5.172062
05 Sep 07,5.919525,5.857350,5.808264,5.772261,5.745567,5.723786,5.702307,5.677862,5.649723,5.618633,5.585791,5.552344,5.519364,5.487687,5.457819,5.430028,5.404421,5.380984,5.359616,5.340177,5.322524,5.306518,5.292020,5.278892,5.266999,5.256211,5.246408,5.237484,5.229345,5.221906,5.215094,5.208838,5.203078,5.197757,5.192823,5.188232,5.183943,5.179920,5.176130,5.172544,5.169135,5.165882,5.162762,5.159758,5.156853,5.154033,5.151284,5.148594,5.145954,5.143353,5.140785,5.138240,5.135713,5.133198,5.130690,5.128184,5.125676,5.123163,5.120642,5.118110
06 Sep 07,5.854053,5.810141,5.763787,5.725861,5.695756,5.670430,5.645949,5.619324,5.589864,5.558218,5.525441,5.492510,5.460324,5.429592,5.400751,5.374024,5.349484,5.327098,5.306753,5.288301,5.271597,5.256499,5.242867,5.230567,5.219463,5.209429,5.200347,5.192114,5.184638,5.177838,5.171638,5.165975,5.160786,5.156017,5.151619,5.147549,5.143765,5.140235,5.136925,5.133809,5.130860,5.128057,5.125379,5.122809,5.120331,5.117930,5.115595,5.113313,5.111075,5.108872,5.106695,5.104537,5.102393,5.100255,5.098121,5.095984,5.093842,5.091690,5.089526,5.087347
07 Sep 07,5.851255,5.812774,5.756499,5.704058,5.660403,5.624067,5.591234,5.558108,5.523378,5.487293,5.450672,5.414366,5.379206,5.345862,5.314741,5.286035,5.259788,5.235936,5.214338,5.194821,5.177220,5.161376,5.147134,5.134343,5.122855,5.112531,5.103244,5.094882,5.087346,5.080546,5.074404,5.068847,5.063810,5.059233,5.055064,5.051254,5.047762,5.044548,5.041579,5.038825,5.036257,5.033852,5.031588,5.029445,5.027405,5.025453,5.023576,5.021760,5.019994,5.018268,5.016573,5.014901,5.013245,5.011599,5.009956,5.008312,5.006663,5.005003,5.003331,5.001642
10 Sep 07,5.853573,5.799675,5.730623,5.667524,5.615351,5.572317,5.534150,5.496704,5.458468,5.419552,5.380654,5.342529,5.305936,5.271475,5.239488,5.210122,5.183382,5.159175,5.137333,5.117670,5.100005,5.084166,5.069990,5.057318,5.045994,5.035873,5.026825,5.018731,5.011490,5.005008,4.999204,4.994003,4.989337,4.985145,4.981371,4.977967,4.974888,4.972095,4.969554,4.967232,4.965101,4.963137,4.961315,4.959618,4.958025,4.956522,4.955093,4.953727,4.952410,4.951133,4.949887,4.948662,4.947453,4.946251,4.945051,4.943849,4.942638,4.941415,4.940177,4.938920
11 Sep 07,5.852858,5.797086,5.722106,5.653450,5.596897,5.550445,5.509227,5.468569,5.426827,5.384206,5.341554,5.299756,5.259677,5.221998,5.187103,5.155156,5.126166,5.100026,5.076551,5.055530,5.036763,5.020059,5.005235,4.992112,4.980518,4.970289,4.961280,4.953360,4.946412,4.940334,4.935033,4.930424,4.926432,4.922986,4.920024,4.917490,4.915335,4.913513,4.911983,4.910710,4.909661,4.908807,4.908121,4.907580,4.907163,4.906851,4.906627,4.906475,4.906381,4.906333,4.906320,4.906331,4.906358,4.906392,4.906426,4.906453,4.906467,4.906464,4.906439,4.906386
