Dates,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,13m,14m,15m,16m,17m,18m,19m,20m,21m,22m,23m,24m,25m,26m,27m,28m,29m,30m,31m,32m,33m,34m,35m,36m,37m,38m,39m,40m,41m,42m,43m,44m,45m,46m,47m,48m,49m,50m,51m,52m,53m,54m,55m,56m,57m,58m,59m,60m
05 Mar 07,5.294041,5.301351,5.307111,5.314428,5.322477,5.328643,5.331596,5.331072,5.327437,5.321360,5.313478,5.304290,5.294207,5.283563,5.272596,5.261479,5.250335,5.239253,5.228295,5.217506,5.206915,5.196540,5.186394,5.176481,5.166802,5.157353,5.148131,5.139130,5.130342,5.121762,5.113380,5.105187,5.097175,5.089335,5.081658,5.074135,5.066759,5.059521,5.052416,5.045434,5.038570,5.031817,5.025168,5.018618,5.012161,5.005792,4.999505,4.993296,4.987161,4.981095,4.975093,4.969154,4.963272,4.957445,4.951669,4.945943,4.940262,4.934625,4.929030,4.923474
06 Mar 07,5.297584,5.315073,5.325723,5.336528,5.347334,5.355396,5.359394,5.359176,5.355267,5.348518,5.339707,5.329433,5.318188,5.306364,5.294243,5.282026,5.269852,5.257818,5.245993,5.234419,5.223122,5.212117,5.201411,5.191003,5.180889,5.171059,5.161505,5.152215,5.143180,5.134387,5.125825,5.117482,5.109344,5.101400,5.093640,5.086052,5.078625,5.071352,5.064221,5.057226,5.050356,5.043605,5.036965,5.030430,5.023992,5.017645,5.011384,5.005204,4.999098,4.993063,4.987094,4.981187,4.975339,4.969544,4.963801,4.958106,4.952457,4.946850,4.941284,4.935756
07 Mar 07,5.301951,5.318650,5.328976,5.339747,5.350522,5.358464,5.362262,5.361784,5.357583,5.350537,5.341450,5.330931,5.319473,5.307466,5.295191,5.282842,5.270557,5.258433,5.246532,5.234896,5.223548,5.212502,5.201761,5.191326,5.181189,5.171341,5.161774,5.152475,5.143433,5.134638,5.126076,5.117735,5.109602,5.101667,5.093916,5.086340,5.078928,5.071671,5.064558,5.057582,5.050735,5.044007,5.037391,5.030882,5.024471,5.018152,5.011921,5.005770,4.999696,4.993692,4.987756,4.981882,4.976066,4.970305,4.964596,4.958935,4.953320,4.947747,4.942215,4.936721
08 Mar 07,5.305606,5.321578,5.330304,5.339306,5.348139,5.354142,5.356203,5.354292,5.348971,5.341076,5.331353,5.320359,5.308545,5.296271,5.283795,5.271298,5.258907,5.246709,5.234763,5.223104,5.211755,5.200727,5.190021,5.179636,5.169563,5.159793,5.150314,5.141115,5.132184,5.123508,5.115075,5.106871,5.098883,5.091099,5.083507,5.076096,5.068855,5.061774,5.054843,5.048054,5.041397,5.034864,5.028447,5.022140,5.015934,5.009825,5.003804,4.997868,4.992009,4.986224,4.980508,4.974855,4.969263,4.963727,4.958244,4.952810,4.947422,4.942078,4.936775,4.931511
09 Mar 07,5.290211,5.308116,5.321359,5.334151,5.345685,5.353826,5.357822,5.357794,5.354346,5.348298,5.340363,5.331077,5.320872,5.310101,5.299019,5.287809,5.276601,5.265487,5.254535,5.243787,5.233274,5.223015,5.213019,5.203291,5.193828,5.184626,5.175679,5.166980,5.158520,5.150290,5.142280,5.134479,5.126877,5.119464,5.112228,5.105161,5.098253,5.091495,5.084878,5.078395,5.072036,5.065795,5.059665,5.053638,5.047708,5.041869,5.036115,5.030440,5.024841,5.019310,5.013845,5.008441,5.003093,4.997799,4.992554,4.987356,4.982201,4.977087,4.972011,4.966972
12 Mar 07,5.294824,5.310575,5.324937,5.339612,5.352882,5.362321,5.367101,5.367354,5.363764,5.357257,5.348648,5.338547,5.327445,5.315752,5.303759,5.291673,5.279639,5.267758,5.256098,5.244703,5.233599,5.222802,5.212317,5.202143,5.192275,5.182703,5.173418,5.164409,5.155664,5.147173,5.138921,5.130896,5.123086,5.115478,5.108060,5.100822,5.093753,5.086843,5.080082,5.073462,5.066972,5.060607,5.054357,5.048215,5.042175,5.036230,5.030374,5.024601,5.018905,5.013283,5.007728,5.002238,4.996806,4.991431,4.986108,4.980833,4.975604,4.970418,4.965273,4.960166
13 Mar 07,5.287985,5.307634,5.318456,5.329198,5.339078,5.345645,5.347942,5.345986,5.340410,5.332131,5.321955,5.310480,5.298181,5.285444,5.272543,5.259668,5.246950,5.234478,5.222306,5.210468,5.198981,5.187851,5.177076,5.166650,5.156561,5.146795,5.137339,5.128179,5.119301,5.110690,5.102331,5.094210,5.086313,5.078625,5.071135,5.063830,5.056699,5.049731,5.042915,5.036243,5.029705,5.023292,5.016997,5.010811,5.004728,4.998740,4.992842,4.987027,4.981290,4.975625,4.970029,4.964496,4.959022,4.953603,4.948236,4.942917,4.937644,4.932412,4.927221,4.922068
14 Mar 07,5.289782,5.301647,5.307130,5.313301,5.319545,5.323334,5.323564,5.320099,5.313445,5.304403,5.293687,5.281831,5.269266,5.256340,5.243301,5.230322,5.217519,5.204975,5.192738,5.180840,5.169296,5.158111,5.147284,5.136807,5.126669,5.116857,5.107355,5.098152,5.089232,5.080580,5.072183,5.064026,5.056094,5.048373,5.040851,5.033516,5.026356,5.019361,5.012519,5.005823,4.999261,4.992826,4.986509,4.980303,4.974200,4.968194,4.962278,4.956447,4.950694,4.945015,4.939404,4.933858,4.928371,4.922940,4.917562,4.912233,4.906949,4.901709,4.896509,4.891347
15 Mar 07,5.289906,5.310931,5.320061,5.328320,5.335767,5.340457,5.341669,5.339449,5.334334,5.327072,5.318301,5.308490,5.298013,5.287155,5.276121,5.265053,5.254052,5.243185,5.232496,5.222015,5.211757,5.201730,5.191939,5.182379,5.173048,5.163937,5.155041,5.146353,5.137864,5.129569,5.121460,5.113528,5.105767,5.098169,5.090728,5.083436,5.076288,5.069275,5.062393,5.055635,5.048994,5.042465,5.036042,5.029720,5.023494,5.017357,5.011306,5.005335,4.999440,4.993617,4.987862,4.982172,4.976541,4.970968,4.965448,4.959979,4.954559,4.949184,4.943852,4.938562
16 Mar 07,5.290440,5.308785,5.316414,5.324637,5.332911,5.338582,5.340649,5.339067,5.334380,5.327375,5.318699,5.308856,5.298258,5.287229,5.275997,5.264724,5.253523,5.242471,5.231621,5.221007,5.210648,5.200555,5.190732,5.181176,5.171881,5.162839,5.154042,5.145482,5.137148,5.129032,5.121125,5.113416,5.105896,5.098557,5.091389,5.084384,5.077534,5.070830,5.064265,5.057830,5.051519,5.045323,5.039236,5.033252,5.027362,5.021562,5.015845,5.010205,5.004637,4.999136,4.993697,4.988315,4.982986,4.977706,4.972470,4.967275,4.962118,4.956996,4.951905,4.946843
19 Mar 07,5.294678,5.312233,5.326680,5.341471,5.354644,5.363810,5.368415,5.368773,5.365644,5.359933,5.352357,5.343464,5.333699,5.323402,5.312817,5.302114,5.291416,5.280806,5.270345,5.260070,5.250006,5.240167,5.230560,5.221186,5.212042,5.203122,5.194421,5.185932,5.177648,5.169562,5.161665,5.153949,5.146407,5.139031,5.131812,5.124745,5.117821,5.111033,5.104374,5.097837,5.091416,5.085103,5.078892,5.072777,5.066752,5.060811,5.054949,5.049159,5.043438,5.037781,5.032182,5.026638,5.021144,5.015697,5.010293,5.004928,4.999599,4.994304,4.989040,4.983804
20 Mar 07,5.308814,5.335091,5.355741,5.375799,5.393422,5.406293,5.413934,5.416739,5.415544,5.411327,5.404879,5.396814,5.387633,5.377730,5.367383,5.356795,5.346107,5.335424,5.324817,5.314337,5.304019,5.293884,5.283946,5.274210,5.264678,5.255347,5.246216,5.237281,5.228535,5.219975,5.211593,5.203384,5.195340,5.187455,5.179722,5.172136,5.164689,5.157375,5.150187,5.143120,5.136166,5.129320,5.122576,5.115928,5.109370,5.102897,5.096504,5.090185,5.083936,5.077753,5.071630,5.065565,5.059553,5.053591,5.047674,5.041801,5.035967,5.030170,5.024408,5.018679
21 Mar 07,5.303582,5.333746,5.356676,5.377438,5.394668,5.406517,5.412864,5.414341,5.411916,5.406634,5.399311,5.390562,5.380870,5.370597,5.360000,5.349260,5.338504,5.327818,5.317265,5.306881,5.296692,5.286711,5.276946,5.267397,5.258061,5.248935,5.240011,5.231284,5.222747,5.214394,5.206217,5.198209,5.190362,5.182669,5.175123,5.167718,5.160447,5.153303,5.146279,5.139370,5.132568,5.125868,5.119264,5.112750,5.106320,5.099970,5.093695,5.087488,5.081346,5.075265,5.069240,5.063267,5.057343,5.051464,5.045627,5.039829,5.034067,5.028338,5.022640,5.016972
22 Mar 07,5.310418,5.349152,5.376551,5.399851,5.418318,5.430738,5.437356,5.438998,5.436686,5.431454,5.424103,5.415237,5.405337,5.394772,5.383808,5.372637,5.361396,5.350188,5.339084,5.328139,5.317386,5.306851,5.296548,5.286482,5.276655,5.267066,5.257712,5.248587,5.239687,5.231005,5.222533,5.214263,5.206186,5.198294,5.190577,5.183027,5.175635,5.168394,5.161296,5.154333,5.147498,5.140785,5.134185,5.127694,5.121305,5.115011,5.108807,5.102689,5.096649,5.090685,5.084791,5.078963,5.073197,5.067489,5.061836,5.056233,5.050678,5.045168,5.039700,5.034272
23 Mar 07,5.320965,5.354612,5.377418,5.398448,5.416363,5.429214,5.436777,5.439586,5.438548,5.434653,5.428684,5.421236,5.412785,5.403690,5.394206,5.384515,5.374748,5.364994,5.355318,5.345763,5.336357,5.327119,5.318059,5.309181,5.300487,5.291972,5.283636,5.275475,5.267483,5.259656,5.251989,5.244475,5.237109,5.229885,5.222797,5.215840,5.209008,5.202294,5.195694,5.189200,5.182809,5.176513,5.170308,5.164188,5.158148,5.152183,5.146288,5.140458,5.134689,5.128977,5.123317,5.117706,5.112141,5.106616,5.101131,5.095680,5.090262,5.084874,5.079514,5.074179
26 Mar 07,5.321323,5.364618,5.391722,5.413633,5.430327,5.441204,5.446773,5.447923,5.445633,5.440831,5.434220,5.426328,5.417578,5.408294,5.398706,5.388975,5.379215,5.369507,5.359902,5.350438,5.341136,5.332010,5.323067,5.314308,5.305731,5.297332,5.289108,5.281053,5.273163,5.265432,5.257855,5.250425,5.243136,5.235984,5.228962,5.222065,5.215286,5.208621,5.202064,5.195609,5.189250,5.182983,5.176801,5.170701,5.164677,5.158723,5.152836,5.147011,5.141244,5.135531,5.129868,5.124251,5.118677,5.113143,5.107645,5.102180,5.096747,5.091342,5.085964,5.080610
27 Mar 07,5.321708,5.366023,5.394293,5.417380,5.435075,5.446798,5.453051,5.454731,5.452859,5.448415,5.442146,5.434603,5.426218,5.417313,5.408117,5.398790,5.389443,5.380154,5.370975,5.361940,5.353068,5.344372,5.335859,5.327529,5.319379,5.311405,5.303603,5.295967,5.288493,5.281175,5.274006,5.266981,5.260092,5.253336,5.246704,5.240192,5.233794,5.227504,5.221316,5.215225,5.209225,5.203310,5.197476,5.191717,5.186028,5.180405,5.174842,5.169336,5.163882,5.158475,5.153114,5.147792,5.142508,5.137258,5.132039,5.126847,5.121681,5.116539,5.111417,5.106314
28 Mar 07,5.323435,5.361814,5.386211,5.407557,5.424958,5.437177,5.444231,5.446701,5.445479,5.441498,5.435493,5.428031,5.419575,5.410484,5.401018,5.391359,5.381637,5.371946,5.362349,5.352892,5.343603,5.334501,5.325596,5.316890,5.308383,5.300071,5.291951,5.284019,5.276268,5.268692,5.261286,5.254042,5.246953,5.240014,5.233216,5.226555,5.220023,5.213614,5.207321,5.201138,5.195060,5.189079,5.183190,5.177387,5.171665,5.166017,5.160440,5.154927,5.149475,5.144079,5.138734,5.133436,5.128182,5.122967,5.117789,5.112643,5.107528,5.102441,5.097378,5.092338
29 Mar 07,5.326316,5.371341,5.398764,5.420845,5.437899,5.449656,5.456518,5.459178,5.458481,5.455261,5.450174,5.443727,5.436332,5.428314,5.419904,5.411269,5.402529,5.393769,5.385049,5.376414,5.367890,5.359499,5.351250,5.343151,5.335201,5.327401,5.319750,5.312246,5.304886,5.297666,5.290582,5.283630,5.276805,5.270103,5.263519,5.257049,5.250686,5.244427,5.238266,5.232198,5.226218,5.220322,5.214503,5.208759,5.203083,5.197471,5.191919,5.186423,5.180978,5.175580,5.170227,5.164913,5.159637,5.154394,5.149181,5.143997,5.138838,5.133702,5.128587,5.123491
30 Mar 07,5.342011,5.381182,5.407341,5.430527,5.449543,5.463378,5.472004,5.475923,5.476028,5.473267,5.468390,5.461978,5.454501,5.446322,5.437703,5.428830,5.419834,5.410813,5.401833,5.392940,5.384168,5.375536,5.367058,5.358738,5.350579,5.342581,5.334743,5.327061,5.319534,5.312157,5.304925,5.297835,5.290881,5.284058,5.277362,5.270786,5.264326,5.257977,5.251732,5.245587,5.239537,5.233575,5.227697,5.221898,5.216173,5.210517,5.204925,5.199392,5.193915,5.188490,5.183111,5.177777,5.172482,5.167223,5.161998,5.156804,5.151637,5.146495,5.141376,5.136278
02 Apr 07,5.366311,5.405641,5.432835,5.455613,5.473570,5.486385,5.494420,5.498322,5.498881,5.496845,5.492790,5.487183,5.480424,5.472841,5.464679,5.456120,5.447303,5.438336,5.429304,5.420274,5.411295,5.402402,5.393619,5.384964,5.376447,5.368074,5.359851,5.351779,5.343859,5.336091,5.328471,5.320996,5.313663,5.306467,5.299404,5.292469,5.285657,5.278962,5.272380,5.265905,5.259531,5.253253,5.247067,5.240965,5.234944,5.228998,5.223122,5.217312,5.211564,5.205872,5.200233,5.194643,5.189097,5.183594,5.178128,5.172698,5.167300,5.161931,5.156590,5.151274
03 Apr 07,5.379673,5.414250,5.440542,5.463804,5.482755,5.496696,5.505784,5.510575,5.511852,5.510401,5.506851,5.501706,5.495388,5.488240,5.480511,5.472389,5.464015,5.455497,5.446919,5.438345,5.429825,5.421391,5.413067,5.404870,5.396809,5.388892,5.381122,5.373501,5.366030,5.358707,5.351530,5.344496,5.337601,5.330840,5.324209,5.317702,5.311316,5.305044,5.298881,5.292822,5.286860,5.280991,5.275209,5.269509,5.263886,5.258334,5.252848,5.247424,5.242057,5.236743,5.231478,5.226257,5.221077,5.215934,5.210825,5.205747,5.200697,5.195672,5.190670,5.185688
04 Apr 07,5.379900,5.419011,5.444344,5.465053,5.480952,5.491834,5.498114,5.500454,5.499621,5.496333,5.491159,5.484555,5.476915,5.468562,5.459732,5.450602,5.441301,5.431932,5.422570,5.413274,5.404086,5.395034,5.386138,5.377409,5.368852,5.360470,5.352265,5.344237,5.336382,5.328698,5.321181,5.313825,5.306625,5.299576,5.292672,5.285908,5.279277,5.272773,5.266391,5.260125,5.253968,5.247914,5.241958,5.236094,5.230317,5.224620,5.219000,5.213450,5.207966,5.202544,5.197179,5.191867,5.186604,5.181386,5.176210,5.171072,5.165969,5.160899,5.155858,5.150845
05 Apr 07,5.372433,5.403858,5.429215,5.450990,5.467562,5.478500,5.484404,5.486142,5.484579,5.480470,5.474415,5.466904,5.458362,5.449139,5.439494,5.429614,5.419642,5.409681,5.399811,5.390090,5.380557,5.371238,5.362148,5.353292,5.344671,5.336286,5.328131,5.320202,5.312493,5.304996,5.297704,5.290608,5.283699,5.276969,5.270411,5.264015,5.257773,5.251678,5.245721,5.239895,5.234190,5.228601,5.223120,5.217739,5.212452,5.207253,5.202134,5.197091,5.192117,5.187207,5.182356,5.177559,5.172812,5.168109,5.163447,5.158822,5.154230,5.149668,5.145133,5.140623
10 Apr 07,5.301566,5.355667,5.391763,5.419382,5.439820,5.453923,5.462803,5.467496,5.468844,5.467547,5.464180,5.459210,5.453043,5.446016,5.438383,5.430332,5.422012,5.413538,5.405000,5.396472,5.388004,5.379635,5.371392,5.363293,5.355348,5.347566,5.339953,5.332509,5.325235,5.318131,5.311191,5.304414,5.297794,5.291328,5.285008,5.278831,5.272791,5.266881,5.261095,5.255427,5.249870,5.244420,5.239068,5.233810,5.228640,5.223551,5.218538,5.213597,5.208720,5.203905,5.199146,5.194438,5.189778,5.185160,5.180582,5.176039,5.171528,5.167047,5.162591,5.158159
11 Apr 07,5.301422,5.349882,5.385116,5.414416,5.437356,5.453942,5.464883,5.471074,5.473410,5.472715,5.469671,5.464835,5.458680,5.451591,5.443854,5.435679,5.427229,5.418628,5.409972,5.401335,5.392771,5.384317,5.376000,5.367836,5.359835,5.352004,5.344348,5.336867,5.329560,5.322426,5.315461,5.308660,5.302018,5.295531,5.289192,5.282997,5.276938,5.271010,5.265207,5.259521,5.253947,5.248479,5.243110,5.237834,5.232646,5.227539,5.222508,5.217547,5.212653,5.207819,5.203041,5.198314,5.193635,5.188998,5.184401,5.179839,5.175310,5.170810,5.166336,5.161886
12 Apr 07,5.301561,5.363053,5.403565,5.434135,5.456528,5.471895,5.481597,5.486852,5.488613,5.487656,5.484603,5.479949,5.474108,5.467415,5.460124,5.452424,5.444459,5.436343,5.428164,5.419991,5.411876,5.403853,5.395950,5.388182,5.380562,5.373096,5.365790,5.358646,5.351665,5.344844,5.338181,5.331673,5.325315,5.319104,5.313033,5.307099,5.301295,5.295615,5.290054,5.284606,5.279264,5.274022,5.268875,5.263817,5.258841,5.253943,5.249117,5.244357,5.239660,5.235019,5.230431,5.225891,5.221394,5.216937,5.212516,5.208127,5.203768,5.199434,5.195124,5.190834
13 Apr 07,5.305261,5.364514,5.402587,5.432334,5.454977,5.471266,5.482238,5.488907,5.492125,5.492602,5.490921,5.487561,5.482933,5.477378,5.471152,5.464447,5.457416,5.450178,5.442827,5.435440,5.428072,5.420763,5.413542,5.406429,5.399439,5.392583,5.385866,5.379293,5.372867,5.366586,5.360451,5.354458,5.348604,5.342887,5.337301,5.331842,5.326505,5.321286,5.316178,5.311176,5.306274,5.301467,5.296749,5.292115,5.287559,5.283076,5.278660,5.274307,5.270012,5.265769,5.261576,5.257426,5.253316,5.249243,5.245201,5.241189,5.237202,5.233238,5.229293,5.225365
16 Apr 07,5.310866,5.385528,5.426347,5.454596,5.474676,5.488608,5.497740,5.503067,5.505324,5.505096,5.502863,5.499038,5.493997,5.488059,5.481464,5.474399,5.467007,5.459406,5.451690,5.443932,5.436187,5.428496,5.420887,5.413379,5.405989,5.398725,5.391595,5.384603,5.377751,5.371040,5.364469,5.358036,5.351738,5.345571,5.339532,5.333617,5.327821,5.322139,5.316566,5.311096,5.305724,5.300445,5.295253,5.290144,5.285112,5.280151,5.275257,5.270425,5.265651,5.260930,5.256257,5.251629,5.247042,5.242491,5.237974,5.233487,5.229028,5.224592,5.220178,5.215784
17 Apr 07,5.332599,5.426495,5.479853,5.516583,5.541922,5.558580,5.568559,5.573416,5.574337,5.572241,5.567841,5.561701,5.554304,5.546040,5.537195,5.527983,5.518564,5.509059,5.499562,5.490141,5.480845,5.471707,5.462748,5.453979,5.445407,5.437035,5.428864,5.420893,5.413119,5.405537,5.398141,5.390925,5.383884,5.377010,5.370296,5.363737,5.357324,5.351050,5.344909,5.338893,5.332995,5.327209,5.321527,5.315943,5.310451,5.305045,5.299718,5.294466,5.289282,5.284162,5.279100,5.274093,5.269135,5.264222,5.259351,5.254517,5.249717,5.244949,5.240209,5.235494
18 Apr 07,5.346397,5.444974,5.492409,5.521880,5.540626,5.551848,5.557582,5.559218,5.557674,5.553622,5.547596,5.540055,5.531414,5.522024,5.512145,5.501972,5.491651,5.481297,5.470996,5.460814,5.450797,5.440973,5.431361,5.421971,5.412806,5.403869,5.395158,5.386671,5.378403,5.370349,5.362502,5.354854,5.347399,5.340129,5.333036,5.326113,5.319352,5.312745,5.306284,5.299962,5.293771,5.287703,5.281752,5.275910,5.270171,5.264528,5.258975,5.253506,5.248115,5.242796,5.237545,5.232356,5.227225,5.222146,5.217117,5.212132,5.207189,5.202284,5.197414,5.192575
19 Apr 07,5.342770,5.441749,5.489911,5.520160,5.539643,5.551515,5.557790,5.559887,5.558809,5.555292,5.549901,5.543086,5.535232,5.526656,5.517593,5.508221,5.498674,5.489058,5.479455,5.469927,5.460520,5.451263,5.442176,5.433273,5.424559,5.416041,5.407719,5.399594,5.391664,5.383924,5.376372,5.369000,5.361806,5.354781,5.347920,5.341217,5.334665,5.328258,5.321988,5.315850,5.309835,5.303939,5.298153,5.292472,5.286890,5.281400,5.275996,5.270673,5.265426,5.260249,5.255137,5.250085,5.245090,5.240146,5.235249,5.230397,5.225584,5.220808,5.216066,5.211354
20 Apr 07,5.347228,5.445281,5.492928,5.523075,5.542829,5.555251,5.562236,5.565094,5.564721,5.561796,5.556864,5.550381,5.542752,5.534316,5.525326,5.515974,5.506408,5.496744,5.487073,5.477463,5.467965,5.458613,5.449428,5.440424,5.431611,5.422993,5.414573,5.406352,5.398327,5.390496,5.382853,5.375393,5.368111,5.361001,5.354055,5.347269,5.340634,5.334144,5.327792,5.321571,5.315474,5.309495,5.303627,5.297862,5.292196,5.286621,5.281133,5.275724,5.270390,5.265125,5.259925,5.254785,5.249699,5.244665,5.239677,5.234732,5.229826,5.224957,5.220120,5.215314
23 Apr 07,5.349640,5.449884,5.496570,5.525707,5.544389,5.555641,5.561366,5.562909,5.561240,5.557106,5.551090,5.543658,5.535210,5.526071,5.516483,5.506627,5.496637,5.486619,5.476652,5.466795,5.457089,5.447561,5.438228,5.429098,5.420176,5.411464,5.402961,5.394666,5.386574,5.378682,5.370982,5.363470,5.356139,5.348982,5.341992,5.335162,5.328486,5.321957,5.315567,5.309309,5.303176,5.297161,5.291259,5.285461,5.279763,5.274156,5.268636,5.263198,5.257834,5.252541,5.247313,5.242146,5.237034,5.231973,5.226960,5.221991,5.217062,5.212170,5.207312,5.202485
24 Apr 07,5.351029,5.452716,5.498931,5.527264,5.545205,5.555914,5.561339,5.562813,5.561245,5.557323,5.551585,5.544462,5.536335,5.527517,5.518240,5.508679,5.498966,5.489203,5.479471,5.469828,5.460315,5.450960,5.441781,5.432787,5.423984,5.415377,5.406965,5.398747,5.390722,5.382884,5.375229,5.367752,5.360447,5.353309,5.346330,5.339505,5.332828,5.326291,5.319888,5.313612,5.307457,5.301417,5.295485,5.289655,5.283920,5.278276,5.272715,5.267234,5.261826,5.256487,5.251212,5.245996,5.240835,5.235725,5.230663,5.225643,5.220664,5.215721,5.210813,5.205936
25 Apr 07,5.371603,5.467636,5.512975,5.541773,5.560531,5.572032,5.578051,5.579872,5.578446,5.574520,5.568679,5.561388,5.553048,5.543988,5.534452,5.524621,5.514632,5.504592,5.494581,5.484661,5.474872,5.465244,5.455793,5.446530,5.437460,5.428588,5.419914,5.411436,5.403152,5.395058,5.387150,5.379421,5.371867,5.364481,5.357258,5.350190,5.343273,5.336498,5.329860,5.323351,5.316966,5.310698,5.304540,5.298487,5.292532,5.286669,5.280894,5.275200,5.269582,5.264037,5.258557,5.253141,5.247781,5.242476,5.237221,5.232012,5.226846,5.221720,5.216631,5.211577
26 Apr 07,5.380227,5.475077,5.519451,5.547649,5.566123,5.577607,5.583828,5.586028,5.585118,5.581798,5.576617,5.570007,5.562344,5.553942,5.545034,5.535797,5.526367,5.516849,5.507328,5.497864,5.488502,5.479272,5.470196,5.461284,5.452547,5.443988,5.435612,5.427418,5.419406,5.411573,5.403916,5.396430,5.389112,5.381957,5.374959,5.368113,5.361413,5.354854,5.348429,5.342132,5.335957,5.329898,5.323950,5.318105,5.312359,5.306705,5.301138,5.295654,5.290246,5.284910,5.279642,5.274436,5.269289,5.264196,5.259154,5.254158,5.249206,5.244295,5.239421,5.234581
27 Apr 07,5.402783,5.485601,5.525783,5.552385,5.570499,5.582233,5.588918,5.591576,5.591040,5.588009,5.583048,5.576612,5.569095,5.560822,5.552033,5.542911,5.533597,5.524199,5.514802,5.505470,5.496247,5.487163,5.478239,5.469487,5.460915,5.452529,5.444330,5.436319,5.428494,5.420853,5.413391,5.406104,5.398987,5.392036,5.385246,5.378609,5.372121,5.365775,5.359565,5.353484,5.347527,5.341687,5.335958,5.330334,5.324809,5.319377,5.314032,5.308770,5.303584,5.298470,5.293424,5.288440,5.283514,5.278642,5.273819,5.269043,5.264309,5.259614,5.254956,5.250331
30 Apr 07,5.423676,5.498557,5.533185,5.554794,5.568634,5.576868,5.580810,5.581328,5.579009,5.574358,5.567823,5.559814,5.550723,5.540889,5.530566,5.519947,5.509179,5.498379,5.487637,5.477017,5.466565,5.456310,5.446268,5.436448,5.426855,5.417491,5.408356,5.399445,5.390755,5.382279,5.374012,5.365947,5.358077,5.350394,5.342893,5.335564,5.328402,5.321398,5.314545,5.307835,5.301261,5.294817,5.288495,5.282288,5.276190,5.270194,5.264295,5.258486,5.252762,5.247117,5.241547,5.236046,5.230610,5.225235,5.219916,5.214649,5.209431,5.204259,5.199129,5.194039
01 May 07,5.434780,5.498739,5.534195,5.558847,5.576021,5.587318,5.593893,5.596661,5.596353,5.593584,5.588865,5.582626,5.575244,5.567037,5.558244,5.549047,5.539589,5.529983,5.520319,5.510667,5.501074,5.491576,5.482197,5.472954,5.463859,5.454920,5.446143,5.437531,5.429083,5.420801,5.412682,5.404723,5.396922,5.389276,5.381779,5.374429,5.367219,5.360146,5.353202,5.346384,5.339685,5.333101,5.326625,5.320252,5.313977,5.307794,5.301699,5.295686,5.289752,5.283891,5.278099,5.272371,5.266704,5.261094,5.255537,5.250030,5.244569,5.239152,5.233776,5.228439
02 May 07,5.455706,5.516090,5.550543,5.574890,5.592197,5.603912,5.611049,5.614402,5.614613,5.612248,5.607807,5.601732,5.594430,5.586248,5.577446,5.568223,5.558734,5.549102,5.539422,5.529769,5.520192,5.510728,5.501401,5.492227,5.483218,5.474381,5.465720,5.457237,5.448933,5.440805,5.432851,5.425067,5.417451,5.409996,5.402699,5.395555,5.388557,5.381700,5.374979,5.368386,5.361916,5.355564,5.349323,5.343187,5.337150,5.331208,5.325354,5.319583,5.313891,5.308273,5.302723,5.297237,5.291812,5.286443,5.281125,5.275856,5.270633,5.265452,5.260309,5.255203
03 May 07,5.460772,5.519676,5.554335,5.579744,5.598281,5.611133,5.619222,5.623376,5.624343,5.622752,5.619126,5.613900,5.607458,5.600124,5.592145,5.583712,5.574973,5.566049,5.557037,5.548008,5.539017,5.530100,5.521285,5.512591,5.504032,5.495617,5.487354,5.479247,5.471296,5.463504,5.455868,5.448387,5.441058,5.433878,5.426844,5.419951,5.413195,5.406571,5.400073,5.393697,5.387436,5.381286,5.375241,5.369296,5.363445,5.357684,5.352006,5.346407,5.340883,5.335428,5.330039,5.324710,5.319439,5.314220,5.309051,5.303928,5.298847,5.293806,5.288801,5.283831
04 May 07,5.491055,5.540004,5.568891,5.590288,5.605893,5.616550,5.622960,5.625791,5.625659,5.623082,5.618517,5.612380,5.605055,5.596870,5.588078,5.578869,5.569395,5.559779,5.550115,5.540473,5.530905,5.521446,5.512119,5.502941,5.493922,5.485071,5.476391,5.467887,5.459556,5.451400,5.443414,5.435596,5.427942,5.420449,5.413110,5.405922,5.398880,5.391976,5.385206,5.378564,5.372044,5.365641,5.359348,5.353159,5.347070,5.341074,5.335167,5.329342,5.323596,5.317924,5.312321,5.306783,5.301304,5.295883,5.290514,5.285194,5.279921,5.274690,5.269500,5.264347
08 May 07,5.529744,5.565753,5.588792,5.605823,5.617865,5.625602,5.629665,5.630632,5.628999,5.625196,5.619611,5.612610,5.604549,5.595732,5.586393,5.576707,5.566816,5.556830,5.546836,5.536897,5.527058,5.517348,5.507787,5.498388,5.489158,5.480103,5.471225,5.462526,5.454005,5.445658,5.437482,5.429474,5.421630,5.413945,5.406413,5.399029,5.391789,5.384686,5.377713,5.370867,5.364140,5.357527,5.351022,5.344620,5.338314,5.332100,5.325972,5.319926,5.313956,5.308058,5.302229,5.296462,5.290755,5.285103,5.279503,5.273952,5.268447,5.262985,5.257562,5.252177
